source,target,weight
keee keee,nobody,0.6618
keee keee,nuuuuu,0.7135
keee keee,pak haji,0.6804
keee keee,pak haji sara,0.667
keee keee,panglima boncoz,0.6831
keee keee,patirrrv2🖤,0.7399
keee keee,patrick bateman,0.7622
keee keee,pecey yeye,0.7994
keee keee,pip2nd🧿,0.7061
keee keee,princess 💅,0.7318
keee keee,putra barepjr,0.6893
keee keee,putz!!,0.6527
keee keee,r4ndsyh,0.6928
keee keee,rahmat kartolo,0.6526
keee keee,reendstore,0.7613
keee keee,rizzstecu✌️,0.6768
keee keee,rzl,0.7556
keee keee,sabiantiwulariata,0.6979
keee keee,samshl_22,0.7604
keee keee,sapa bae,0.7666
keee keee,sara ariska,0.716
keee keee,satria 🙌,0.663
keee keee,sayaangaenii❤️‍🔥,0.7523
keee keee,scc.,0.7385
keee keee,secccfldsuuu21,0.743
keee keee,septiana,0.7234
keee keee,sn0w,0.6754
keee keee,sopo》,0.6876
keee keee,taxi barang purwokerto,0.6862
keee keee,the last good man,0.7887
keee keee,tinnyee,0.7362
keee keee,tole bf official316,0.6746
keee keee,username12375,0.6628
keee keee,userr4532552,0.7151
keee keee,uuppio,0.909
keee keee,van pablo,0.6587
keee keee,viann,0.6549
keee keee,xlx🇮🇲,0.6753
keee keee,yaraaayaaaa,0.785
keee keee,yogaaa21,0.6915
keee keee,yyy,0.6918
keee keee,zain,0.7013
keee keee,zannn,0.6666
keee keee,zazamm,0.6917
keee keee,zrill💥,0.6789
keee keee,àlwàysdip,0.6574
keee keee,♥,0.6558
keee keee,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.6852
keee keee,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.781
keee keee,𝘿𝙚𝙣,0.6956
keee keee,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.7518
keee keee,🆘,0.6654
keee keee,🐦,0.7023
keee keee,👻hsb👻,0.6949
keee keee,👾,0.7135
keee keee,🧋,0.7392
kelzy24,kin_💫,0.7051
kelzy24,kruxill🎃,0.6686
kelzy24,kuwi4526,0.6988
kelzy24,l4ngz_strong,0.7402
kelzy24,lah iya,0.7259
kelzy24,lah?kenapa?,0.6894
kelzy24,lele_byakar@gmail.comm,0.6885
kelzy24,m. rizqi_,0.6567
kelzy24,mama alzak,0.7395
kelzy24,mas_dawet,0.6625
kelzy24,mawar hitam 🌹🗡️,0.6846
kelzy24,mawarr,0.6748
kelzy24,mbahnya nafisha dan sava,0.6608
kelzy24,mengomentari postingan anda,0.7196
kelzy24,mykids,0.6549
kelzy24,ndre4you,0.7556
kelzy24,nggaaa,0.7024
kelzy24,nino,0.6512
kelzy24,nobody,0.7058
kelzy24,nur fadil,0.6658
kelzy24,nuuuu,0.676
kelzy24,nuuuuu,0.6958
kelzy24,ol²²oy,0.6716
kelzy24,pak haji sara,0.6539
kelzy24,patirrrv2🖤,0.744
kelzy24,patrick bateman,0.7639
kelzy24,pecey yeye,0.7402
kelzy24,pip2nd🧿,0.6845
kelzy24,princess 💅,0.6996
kelzy24,put,0.6507
kelzy24,putra barepjr,0.6539
kelzy24,qila012,0.6603
kelzy24,rahmanpru,0.6859
kelzy24,reendstore,0.6588
kelzy24,rzl,0.6944
kelzy24,rℹ️k🅾️🅾️🅾️,0.6915
kelzy24,samshl_22,0.7569
kelzy24,sapa bae,0.666
kelzy24,sara ariska,0.726
kelzy24,satria 🙌,0.6919
kelzy24,satyaa ✦,0.658
kelzy24,sayaangaenii❤️‍🔥,0.651
kelzy24,scc winoww,0.6561
kelzy24,scc.,0.7135
kelzy24,secccfldsuuu21,0.6958
kelzy24,septiana,0.7067
kelzy24,si kucing,0.6934
kelzy24,sn0w,0.7218
kelzy24,sopo》,0.7179
kelzy24,stecu💤,0.6503
kelzy24,syaf__👾👾,0.7446
kelzy24,talasku99,0.6629
kelzy24,taxi barang purwokerto,0.6542
kelzy24,teteh_jawa,0.7052
kelzy24,the last good man,0.8651
kelzy24,upin🐼,0.6737
kelzy24,userr4532552,0.7126
kelzy24,uuppio,0.8337
kelzy24,viann,0.6628
kelzy24,wzrd,0.6555
kelzy24,yogaaa21,0.6513
kelzy24,yogszz⚡,0.7181
kelzy24,yyy,0.7339
kelzy24,zaall,0.6615
kelzy24,zain,0.7205
kelzy24,zaka.ya,0.6547
kelzy24,zannn,0.6709
kelzy24,zazamm,0.6927
kelzy24,zppcx,0.6953
kelzy24,zrill💥,0.6987
kelzy24,®️e💤🅰️ sur,0.6521
kelzy24,àlwàysdip,0.6954
kelzy24,ᴘɪᴋᴀғʀɪᴇᴅᴄʜɪᴄᴋᴇɴ,0.657
kelzy24,☝️👌👌cc,0.6999
kelzy24,♥,0.6528
kelzy24,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.689
kelzy24,𝘿𝙚𝙣,0.652
kelzy24,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.7562
kelzy24,👾,0.6958
kelzy24,💋,0.676
kelzy24,🕊,0.6874
kelzy24,🧋,0.6706
kembali datang,kenzo.s.m.z,0.7261
kembali datang,lakmen,0.6625
kembali datang,luthfyyy,0.7804
kembali datang,mas_drun,0.7804
kembali datang,nanangmungils1,0.7337
kembali datang,nipzzz,0.6778
kembali datang,ovl,0.6839
kembali datang,p!n,0.6677
kembali datang,panzskbd,0.7337
kembali datang,paqihh,0.7239
kembali datang,pikaars?,0.6892
kembali datang,pitawidiono,0.7443
kembali datang,r.a sbg team,0.7285
kembali datang,rezx2nd,0.7261
kembali datang,riff,0.7261
kembali datang,sannzxkce,0.7659
kembali datang,scorpio🦂,0.7261
kembali datang,sinfloww,0.7804
kembali datang,tri yulianti,0.7337
kembali datang,veri ramandani18,0.7804
kembali datang,wisnu krishna,0.7223
kembali datang,yuliazaa,0.7409
kembali datang,น้ำอุ่น กัญญาภัทร เต๊กอ๋อต้ง,0.7409
kembali datang,⠀ ⠀ ⠀ ⠀ ⠀᠌,0.7337
kembali datang,𝕱_v2,0.8571
kembali datang,🌵dnd's_mom🌵,0.7015
kembali datang,🐚🫧🪩,0.7071
kenzo.s.m.z,lakmen,0.6874
kenzo.s.m.z,luthfyyy,0.7107
kenzo.s.m.z,mahendri,0.6602
kenzo.s.m.z,mas_drun,0.7107
kenzo.s.m.z,n4uf@l 4j4,0.72
kenzo.s.m.z,nanangmungils1,0.8452
kenzo.s.m.z,nipzzz,0.7549
kenzo.s.m.z,nycxstore,0.6549
kenzo.s.m.z,ovl,0.7528
kenzo.s.m.z,panzskbd,0.8452
kenzo.s.m.z,pikaars?,0.6747
kenzo.s.m.z,rezx2nd,1.0
kenzo.s.m.z,riff,1.0
kenzo.s.m.z,sannzxkce,0.6708
kenzo.s.m.z,satriaaa,0.7639
kenzo.s.m.z,scorpio🦂,1.0
kenzo.s.m.z,sinfloww,0.7107
kenzo.s.m.z,tri yulianti,0.8452
kenzo.s.m.z,vann 🌳,0.7717
kenzo.s.m.z,veri ramandani18,0.7107
kenzo.s.m.z,ye,0.6851
kenzo.s.m.z,⠀ ⠀ ⠀ ⠀ ⠀᠌,0.8452
kenzo.s.m.z,🄱🄰🅈🅄🄸🄽🄳🄰🄷🄾🄵🄵🅂🄴🅃,0.7271
kenzo.s.m.z,🌵dnd's_mom🌵,0.6685
kenzo.s.m.z,🐚🫧🪩,0.6677
kevin,kian santang,0.7192
kevin,"kicau mania""😷✌",0.6684
kevin,mrco,0.6563
kevin,muhamad rian,0.6677
kevin,n,0.7136
kevin,nar setecu🌀💤🌊,0.7918
kevin,nayor,0.6596
kevin,nitalifa,0.8382
kevin,nuuuu,0.6574
kevin,pak haji,0.6577
kevin,pak haji sara,0.6667
kevin,pip2nd🧿,0.6936
kevin,piscesmod,0.6673
kevin,raihan,0.6761
kevin,rfky,0.6531
kevin,sabiantiwulariata,0.7341
kevin,secccfldsuuu21,0.6913
kevin,set? iy syng,0.6981
kevin,si kucing,0.6512
kevin,sn0w,0.6893
kevin,superman,0.7222
kevin,taxi barang purwokerto,0.6687
kevin,teteh_jawa,0.6614
kevin,ujangkedu,0.6815
kevin,yhahaha,0.6629
kevin,zain,0.6975
kevin,zainvick_,0.6546
kevin,àlwàysdip,0.6502
kevin,𝐉𝐨𝐫𝐝𝐲𝐲,0.6573
kevin,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6681
kevin,💋,0.6733
kh,na.,0.7156
kh,noellnr🍒,0.7603
kh,nyong ibaim,0.7107
kh,p1n,0.741
kh,pangerankodok77,0.7261
kh,panggil vans✌️,0.6561
kh,rndkatsny,0.6934
kh,s. g. t.,0.7609
kh,tll,0.722
kh,vinza,0.6987
kh,wdyt_,0.6781
kh,yafzz•𝙯𝙤𝙡𝙙𝙮𝙠🔰💤,0.7261
kh,y🅰️hya?,0.7064
kh,𝐀𝐋𝐄𝐗𝐀𝐍𝐃𝐑𝐈𝐀,0.657
kh,𝑦𝑦𝑦𝑦,0.7064
kh,𝕄 𝕒 𝕤  𝕋𝕒𝕜𝕪𝕦𝕟,0.8058
kh,"𝖂𝖍𝖔'𝕾,𝕭𝖗𝖆𝖓රධ",0.681
kh,💫,0.6619
khaa : akun business 🪐 💵,kizy🇦🇱,0.6544
khaa : akun business 🪐 💵,kmu gpp zaa?,0.8054
khaa : akun business 🪐 💵,maa....,0.8649
khaa : akun business 🪐 💵,mamaz ap,0.7585
khaa : akun business 🪐 💵,maswilll,0.7807
khaa : akun business 🪐 💵,nafz?yakena😹🤓🤭😋,0.6788
khaa : akun business 🪐 💵,namaku atha,0.7286
khaa : akun business 🪐 💵,nha_nha88,0.7811
khaa : akun business 🪐 💵,r e t z,0.6608
khaa : akun business 🪐 💵,rian(rivan fian),0.8533
khaa : akun business 🪐 💵,ririss,0.6746
khaa : akun business 🪐 💵,spilloutfittrendy,0.7273
khaa : akun business 🪐 💵,"wong""plosok",0.7101
khaa : akun business 🪐 💵,xy_don🚀,0.8271
khaa : akun business 🪐 💵,yoo🅰️jahh,0.678
khaa : akun business 🪐 💵,zexx'777,0.7773
khaa : akun business 🪐 💵,zouheir.yaz_ze,0.6987
khaa : akun business 🪐 💵,zye hehe,0.8335
khaa : akun business 🪐 💵,ɓøɓ mārlɛƴ!!⛓️,0.7293
khaa : akun business 🪐 💵,⭐zka,0.6853
khaa : akun business 🪐 💵,𝕬𝖟𝖐𝖆 𝖋𝖔𝖗 𝖞𝖔𝖚,0.7621
khaa : akun business 🪐 💵,𝘾𝙖𝙡𝙤𝙣 𝙃𝘼𝙅𝙄,0.6578
khaa : akun business 🪐 💵,𝙎𝘽𝙎 001_𝙨𝙠𝙖𝙮 𝙮𝙚𝙡𝙤𝙬,0.733
khaa : akun business 🪐 💵,𝙔𝙊𝙂𝙂𝘼𝘼⭐💦,0.6836
kharb_02,satriaaa,0.7305
khhafijah firda,kian santang,0.6573
khhafijah firda,momon,0.6871
khhafijah firda,👀,0.6768
kian santang,kojek,0.6817
kian santang,l4nkk,0.6688
kian santang,leo,0.6598
kian santang,masayu,0.6599
kian santang,mmmmm,0.6715
kian santang,mvinta,0.6824
kian santang,nar setecu🌀💤🌊,0.7388
kian santang,nitalifa,0.6812
kian santang,nur fadil,0.67
kian santang,padil,0.7935
kian santang,pak haji sara,0.6725
kian santang,pangeran k,0.6867
kian santang,pip2nd🧿,0.702
kian santang,pisangambon,0.6926
kian santang,praditailhm_,0.6558
kian santang,put,0.7016
kian santang,qila012,0.6657
kian santang,rempeyek_500🌊,0.6503
kian santang,rfky,0.6806
kian santang,rijakipp,0.689
kian santang,sabiantiwulariata,0.6675
kian santang,sara ariska,0.6851
kian santang,satria 🙌,0.6632
kian santang,secccfldsuuu21,0.6543
kian santang,set? iy syng,0.6928
kian santang,si kucing,0.716
kian santang,superman,0.7531
kian santang,tangrajinngaji,0.6593
kian santang,viann,0.6923
kian santang,wzrd,0.7745
kian santang,yanuar,0.7544
kian santang,yhahaha,0.7236
kian santang,y💥💯                😛,0.6833
kian santang,z4kk🇦🇱🇦🇱,0.6706
kian santang,zainvick_,0.6751
kian santang,zaka.ya,0.7221
kian santang,zppcx,0.7198
kian santang,เςคภ,0.6701
kian santang,⋇⋆✦chelsea ♛┈⛧♡,0.6802
kian santang,★,0.7247
kian santang,윙고🇲🇨🇰🇷,0.6544
kian santang,️dika_sajah,0.6805
kian santang,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6806
kian santang,💋,0.7005
kian santang,🕊,0.7055
kib3nk_ta,kojek,0.6919
kib3nk_ta,kruxill🎃,0.6818
kib3nk_ta,l4nkk,0.6766
kib3nk_ta,lele_byakar@gmail.comm,0.6619
kib3nk_ta,lihgal18,0.7165
kib3nk_ta,mas eng69,0.6533
kib3nk_ta,mhrullam,0.7442
kib3nk_ta,mmmmm,0.694
kib3nk_ta,mommy bibiel,0.7576
kib3nk_ta,muhammadchilung,0.7672
kib3nk_ta,naa_,0.6715
kib3nk_ta,nadhiff👾,0.7257
kib3nk_ta,narti,0.6752
kib3nk_ta,narzz🌊🌊,0.688
kib3nk_ta,neyymar kee jakarta,0.7184
kib3nk_ta,nnaann🔫,0.6846
kib3nk_ta,ol²²oy,0.6708
kib3nk_ta,oz_,0.7041
kib3nk_ta,p4tooookkkk,0.6607
kib3nk_ta,pisangambon,0.6975
kib3nk_ta,praditailhm_,0.677
kib3nk_ta,put,0.6509
kib3nk_ta,qila012,0.6981
kib3nk_ta,r,0.7112
kib3nk_ta,rpk1,0.6963
kib3nk_ta,rℹ️k🅾️🅾️🅾️,0.695
kib3nk_ta,sabitulyz,0.661
kib3nk_ta,satria 🙌,0.7115
kib3nk_ta,sendiiisen©📍,0.7645
kib3nk_ta,srylee,0.6556
kib3nk_ta,syaf__👾👾,0.7092
kib3nk_ta,talasku99,0.6938
kib3nk_ta,tam,0.7147
kib3nk_ta,tangrajinngaji,0.6802
kib3nk_ta,theeryoou,0.6559
kib3nk_ta,tofik.putra17,0.7478
kib3nk_ta,user13463#457344,0.701
kib3nk_ta,user7098643456,0.6634
kib3nk_ta,va 17hd,0.7142
kib3nk_ta,viann,0.6913
kib3nk_ta,vittss..,0.7042
kib3nk_ta,wiindoc,0.7013
kib3nk_ta,wo,0.68
kib3nk_ta,ws🪩,0.7947
kib3nk_ta,wzrd,0.6622
kib3nk_ta,yanuar,0.6549
kib3nk_ta,yesakiw,0.6724
kib3nk_ta,yyy,0.6734
kib3nk_ta,z4kk🇦🇱🇦🇱,0.6895
kib3nk_ta,zeniperr,0.6504
kib3nk_ta,zrill🇦🇱🇦🇱,0.7156
kib3nk_ta,ɴᴀᴛ,0.6599
kib3nk_ta,˚ ༘ 🦕𖦹⋆｡˚,0.7023
kib3nk_ta,فەیزال,0.7388
kib3nk_ta,™.yunz ★ 447.¥,0.6562
kib3nk_ta,⋇⋆✦chelsea ♛┈⛧♡,0.74
kib3nk_ta,★,0.6711
kib3nk_ta,ザキ・アルディアンシア,0.6546
kib3nk_ta,윙고🇲🇨🇰🇷,0.7036
kib3nk_ta,️dika_sajah,0.6825
kib3nk_ta,￴,0.7232
kib3nk_ta,￴￴,0.7026
kib3nk_ta,𝐫𝐢𝐝𝐨𝐨🕊️,0.6501
kib3nk_ta,𝕶𝖞𝖓𝖟𝖟,0.7207
kib3nk_ta,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.752
kib3nk_ta,𝙖𝙩𝙨𝙨,0.6621
kib3nk_ta,𝙡𝙚𝙣𝙜,0.7872
kib3nk_ta,🔴⚪,0.6706
kib3nk_ta,🕊,0.7337
"kicau mania""😷✌",kojek,0.6671
"kicau mania""😷✌",leo,0.7492
"kicau mania""😷✌",masayu,0.6504
"kicau mania""😷✌",mhrullam,0.664
"kicau mania""😷✌",mmmmm,0.6785
"kicau mania""😷✌",mommy bibiel,0.6845
"kicau mania""😷✌",muhammadchilung,0.655
"kicau mania""😷✌",mvinta,0.6803
"kicau mania""😷✌",nar setecu🌀💤🌊,0.7075
"kicau mania""😷✌",oz_,0.6758
"kicau mania""😷✌",padil,0.6995
"kicau mania""😷✌",pangeran k,0.6977
"kicau mania""😷✌",pip2nd🧿,0.6948
"kicau mania""😷✌",pisangambon,0.6915
"kicau mania""😷✌",put,0.6972
"kicau mania""😷✌",r,0.7002
"kicau mania""😷✌",rafyy😹,0.6624
"kicau mania""😷✌",rempeyek_500🌊,0.6736
"kicau mania""😷✌",rfky,0.6832
"kicau mania""😷✌",rijakipp,0.7155
"kicau mania""😷✌",rstu💤,0.6866
"kicau mania""😷✌",satria 🙌,0.654
"kicau mania""😷✌",satyaa ✦,0.691
"kicau mania""😷✌",si kucing,0.7153
"kicau mania""😷✌",sn0w,0.678
"kicau mania""😷✌",superman,0.7004
"kicau mania""😷✌",syaf__👾👾,0.6966
"kicau mania""😷✌",talasku99,0.6709
"kicau mania""😷✌",tam,0.7091
"kicau mania""😷✌",teteh_jawa,0.6566
"kicau mania""😷✌",tofik.putra17,0.6772
"kicau mania""😷✌",vittss..,0.6936
"kicau mania""😷✌",vnn$fomo,0.6502
"kicau mania""😷✌",wiindoc,0.6692
"kicau mania""😷✌",ws🪩,0.7284
"kicau mania""😷✌",y💥💯                😛,0.6815
"kicau mania""😷✌",z4kk🇦🇱🇦🇱,0.7242
"kicau mania""😷✌",zaall,0.6807
"kicau mania""😷✌",zain,0.7292
"kicau mania""😷✌",zarr★,0.6716
"kicau mania""😷✌",⋇⋆✦chelsea ♛┈⛧♡,0.7344
"kicau mania""😷✌",★,0.6943
"kicau mania""😷✌",✧saged🌊,0.7065
"kicau mania""😷✌",ザキ・アルディアンシア,0.6869
"kicau mania""😷✌",윙고🇲🇨🇰🇷,0.6575
"kicau mania""😷✌",️dika_sajah,0.6843
"kicau mania""😷✌",￴,0.6583
"kicau mania""😷✌",𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6596
"kicau mania""😷✌",𝙋𝙍𝙄𝙉𝘾𝙀 15,0.67
"kicau mania""😷✌",𝙖𝙩𝙨𝙨,0.6782
"kicau mania""😷✌",𝙡𝙚𝙣𝙜,0.703
"kicau mania""😷✌",𝙧𝙖𝙙𝙚𝙣𝙣𝙠𝙪𝙘𝙞𝙩𝙩🌊,0.6796
"kicau mania""😷✌",💋,0.6949
kii,kin_💫,0.6984
kii,mas_dawet,0.702
kii,mengomentari postingan anda,0.6842
kii,nansya ahsh,0.6793
kii,nobody,0.6647
kii,nuuuu,0.8132
kii,padil,0.7022
kii,pip2nd🧿,0.6631
kii,pisangambon,0.6691
kii,piscesmod,0.6785
kii,raffiii162,0.6936
kii,regialparij,0.6635
kii,rempeyek_500🌊,0.673
kii,rfky,0.653
kii,ryy_,0.7973
kii,safi,0.6741
kii,satyaa ✦,0.7047
kii,si kucing,0.6736
kii,stecu💤,0.7191
kii,syaf__👾👾,0.6523
kii,user7098643456,0.667
kii,vnn$fomo,0.6758
kii,wh0,0.6571
kii,z4kk🇦🇱🇦🇱,0.6654
kii,zaall,0.6932
kii,zain,0.6953
kii,zeniperr,0.6742
kii,ɴᴀᴛ,0.6636
kii,ᴘɪᴋᴀғʀɪᴇᴅᴄʜɪᴄᴋᴇɴ,0.719
kii,⛓️,0.6564
kii,𝙖𝙩𝙨𝙨,0.6585
kiking,l4ngz_strong,0.6811
kiking,lah iya,0.7848
kiking,lele_byakar@gmail.comm,0.6654
kiking,m. rizqi_,0.6762
kiking,masjack3195,0.6715
kiking,mawar hitam 🌹🗡️,0.6617
kiking,muhamad rian,0.7254
kiking,mulyati,0.66
kiking,naufabyktsr,0.6914
kiking,nobody,0.6776
kiking,nuuuuu,0.6866
kiking,n⭐👽,0.678
kiking,oftaxl,0.665
kiking,opangpar,0.6596
kiking,p4tooookkkk,0.6515
kiking,pak haji,0.7551
kiking,panggil vans✌️,0.7367
kiking,panglima boncoz,0.6907
kiking,pdpputragemilang!,0.6602
kiking,pecey yeye,0.6811
kiking,putz!!,0.6725
kiking,r4ndsyh,0.6744
kiking,raa 👧🏻,0.6611
kiking,rahmat kartolo,0.6852
kiking,railfans ngapak🅥,0.6559
kiking,reendstore,0.6834
kiking,rezz_brew,0.6526
kiking,rizzstecu✌️,0.791
kiking,sabiantiwulariata,0.6902
kiking,sapa bae,0.7065
kiking,satria 🙌,0.6759
kiking,sayaangaenii❤️‍🔥,0.6612
kiking,scc.,0.7186
kiking,secccfldsuuu21,0.689
kiking,septiana,0.6873
kiking,tinnyee,0.7261
kiking,username12375,0.7612
kiking,wdyt_,0.6524
kiking,xlx🇮🇲,0.7335
kiking,yaraaayaaaa,0.7325
kiking,yogaaa21,0.7336
kiking,zain,0.6797
kiking,zaka.ya,0.6553
kiking,zannn,0.6975
kiking,zazamm,0.6517
kiking,ziee_1901,0.6612
kiking,~~boyszzarddd~~ardboysss🇦🇱🪩,0.6914
kiking,تسلق,0.726
kiking,ಠ_ರೃ,0.6861
kiking,▪️,0.6827
kiking,♥,0.7621
kiking,𓏵,0.6885
kiking,𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.6515
kiking,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.7853
kiking,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6924
kiking,"𝖂𝖍𝖔'𝕾,𝕭𝖗𝖆𝖓රධ",0.6529
kiking,𝖗𝖎𝖟𝖝𝖈𝖔🇦🇱,0.6585
kiking,𝘿𝙚𝙣,0.724
kiking,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.6529
kiking,🐦,0.7722
kiking,👻hsb👻,0.6557
kiking,👾,0.6866
kiking,🧋,0.7018
kiking,🫧,0.6606
kin_💫,kruxill🎃,0.651
kin_💫,lah?kenapa?,0.7156
kin_💫,lele_byakar@gmail.comm,0.6913
kin_💫,mama alzak,0.6656
kin_💫,mas_dawet,0.6853
kin_💫,mengomentari postingan anda,0.6665
kin_💫,mhrullam,0.6823
kin_💫,mommy bibiel,0.6522
kin_💫,muhammadchilung,0.6732
kin_💫,mykids,0.6569
kin_💫,naa_,0.6622
kin_💫,nnaann🔫,0.6577
kin_💫,nobody,0.6844
kin_💫,nur fadil,0.6835
kin_💫,nuuuu,0.7118
kin_💫,ol²²oy,0.6798
kin_💫,oz_,0.7075
kin_💫,p4tooookkkk,0.6777
kin_💫,patrick bateman,0.6593
kin_💫,pip2nd🧿,0.6736
kin_💫,pisangambon,0.6846
kin_💫,piscesmod,0.7572
kin_💫,praditailhm_,0.7049
kin_💫,princess 💅,0.6731
kin_💫,put,0.6748
kin_💫,putra barepjr,0.6887
kin_💫,qila012,0.6842
kin_💫,raffiii162,0.685
kin_💫,rafyy😹,0.6692
kin_💫,regialparij,0.6959
kin_💫,rempeyek_500🌊,0.697
kin_💫,rfky,0.7282
kin_💫,ryy_,0.683
kin_💫,rℹ️k🅾️🅾️🅾️,0.7154
kin_💫,safi,0.7129
kin_💫,samshl_22,0.6622
kin_💫,satria 🙌,0.6951
kin_💫,satyaa ✦,0.6892
kin_💫,scc winoww,0.6951
kin_💫,scc.,0.6602
kin_💫,secccfldsuuu21,0.7293
kin_💫,sendiiisen©📍,0.6695
kin_💫,si kucing,0.7207
kin_💫,sn0w,0.7166
kin_💫,stecu💤,0.7348
kin_💫,syaf__👾👾,0.7567
kin_💫,talasku99,0.6681
kin_💫,tam,0.7122
kin_💫,taxi barang purwokerto,0.727
kin_💫,teteh_jawa,0.6977
kin_💫,the last good man,0.6555
kin_💫,theeryoou,0.662
kin_💫,tofik.putra17,0.7094
kin_💫,user13463#457344,0.6639
kin_💫,user7098643456,0.7337
kin_💫,uuppio,0.6706
kin_💫,va 17hd,0.6887
kin_💫,van pablo,0.6542
kin_💫,viann,0.6947
kin_💫,vittss..,0.6814
kin_💫,wiindoc,0.654
kin_💫,ws🪩,0.7331
kin_💫,yogaaa21,0.6575
kin_💫,yyy,0.7891
kin_💫,y💥💯                😛,0.6653
kin_💫,z4kk🇦🇱🇦🇱,0.664
kin_💫,zaall,0.6978
kin_💫,zain,0.6552
kin_💫,zazamm,0.7001
kin_💫,zeniperr,0.7198
kin_💫,ɴᴀᴛ,0.7123
kin_💫,˚ ༘ 🦕𖦹⋆｡˚,0.7192
kin_💫,⋇⋆✦chelsea ♛┈⛧♡,0.6712
kin_💫,☝️👌👌cc,0.6545
kin_💫,⛓️,0.6738
kin_💫,✌️,0.6512
kin_💫,マᥱž𝚊,0.6602
kin_💫,윙고🇲🇨🇰🇷,0.6525
kin_💫,️dika_sajah,0.7062
kin_💫,￴ ￴ ￴  ￴ ￴ ￴ ￴ ￴,0.6716
kin_💫,𝐫𝐢𝐝𝐨𝐨🕊️,0.6868
kin_💫,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.7018
kin_💫,𝕶𝖞𝖓𝖟𝖟,0.6605
kin_💫,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.6626
kin_💫,𝙡𝙚𝙣𝙜,0.7444
kin_💫,𝙧𝙖𝙙𝙚𝙣𝙣𝙠𝙪𝙘𝙞𝙩𝙩🌊,0.7046
kin_💫,💋,0.6968
kin_💫,🕊,0.7091
king persija,na.,0.6934
king persija,nyong,0.6614
king persija,p1n,0.696
king persija,pangerankodok77,0.6655
king persija,parell✈️💤,0.6614
king persija,pikaars?,0.6627
king persija,proo,0.6614
king persija,rass.,0.6614
king persija,sestu,0.6774
king persija,sucilestaripp_08,0.6732
king persija,syakila pbg,0.6774
king persija,tll,0.6952
king persija,wdyt_,0.6716
king persija,wong gringsing,0.6774
king persija,yafzz•𝙯𝙤𝙡𝙙𝙮𝙠🔰💤,0.6655
king persija,y🅰️hya?,0.7334
king persija,z4m,0.6594
king persija,تسلق,0.6856
king persija,່,0.6614
king persija,✧-ta_kepkat,0.6719
king persija,❤️💛💚,0.6524
king persija,𝑦𝑦𝑦𝑦,0.7334
king persija,"𝖂𝖍𝖔'𝕾,𝕭𝖗𝖆𝖓රධ",0.6848
king persija,𝗕𝗠𝗞𝗚,0.6614
king persija,𝘁𝗿ē𝗻𝗱à𝗻𝘇𝘅,0.6614
king persija,💫,0.6975
king persija,🔥theeam3ll⚡,0.6675
kitekle_,lekngasu,0.6939
kitekle_,nuuuu,0.6553
kitekle_,pisangambon,0.6616
kitekle_,rimzsukaessedoublechange🤤,0.6816
kitekle_,rpk1,0.6713
kitekle_,selialls,0.6656
kitekle_,sn0w,0.6661
kitekle_,vinss,0.6849
kitekle_,ɴᴀᴛ,0.6541
kizy🇦🇱,mamaz ap,0.8173
kizy🇦🇱,maswilll,0.6997
kizy🇦🇱,maypen🍉,0.6616
kizy🇦🇱,mrco,0.684
kizy🇦🇱,ndaru,0.6527
kizy🇦🇱,nha_nha88,0.708
kizy🇦🇱,r e t z,0.6629
kizy🇦🇱,rian(rivan fian),0.7039
kizy🇦🇱,ririss,0.6516
kizy🇦🇱,saitama.botak6,0.6947
kizy🇦🇱,sandhi686,0.7021
kizy🇦🇱,se'pull_maxwill,0.6732
kizy🇦🇱,spilloutfittrendy,0.7183
kizy🇦🇱,tem - tem★★★,0.6904
kizy🇦🇱,tole bf official316,0.7117
kizy🇦🇱,ultrambuttttt,0.6721
kizy🇦🇱,"wong""plosok",0.7419
kizy🇦🇱,xy_don🚀,0.7201
kizy🇦🇱,zye hehe,0.6864
kizy🇦🇱,˚꩜｡⋆˚࿔ 𝔂𝓪𝔂𝓪 𝜗𝜚˚⋆🧸ྀི,0.7258
kizy🇦🇱,⭐zka,0.6769
kizy🇦🇱,𝕬𝖟𝖐𝖆 𝖋𝖔𝖗 𝖞𝖔𝖚,0.6922
kizy🇦🇱,𝘾𝙖𝙡𝙤𝙣 𝙃𝘼𝙅𝙄,0.6963
kkpann!,kojek,0.6713
